Blue Ridge Optics, Hamilton College, June 2026						
LiF on 3-inch Fused Silica wafer. WA0904 Labeled Sample						Map 2, July 29, 2026
2	0	500.9	4.2	30.2	94.0	21.7
2.2	0	500.7	4.3	30.1	94.0	22.0
2.4	0	500.7	4.2	30.2	94.3	22.0
2.6	0	501.3	4.3	30.5	93.7	22.2
2.8	0	501.4	4.4	30.3	93.7	22.3
3	0	501.0	4.6	30.0	94.0	22.1
3.2	0	500.3	4.5	30.0	94.7	22.0
3.4	0	500.1	4.6	30.0	94.3	22.2
3.4	-0.2	500.3	4.5	29.9	94.0	21.8
3.2	-0.2	500.5	4.6	29.9	94.0	22.0
3	-0.2	500.7	4.5	30.1	94.0	22.2
2.8	-0.2	501.2	4.4	30.1	93.9	22.1
2.6	-0.2	500.8	4.3	30.2	93.9	21.9
2.4	-0.2	500.7	4.3	30.3	94.1	21.8
2.2	-0.2	500.2	4.2	30.5	94.2	21.8
2	-0.2	500.7	4.1	30.3	93.8	21.7
1.8	-0.2	501.0	4.4	30.2	93.7	21.6
1.6	-0.2	501.1	4.0	30.5	93.5	21.4
1.4	-0.2	501.4	4.1	30.5	93.1	21.4
1.2	-0.2	501.0	4.3	30.1	93.4	21.3
1	-0.2	501.0	4.4	30.2	93.4	21.4
0.8	-0.2	501.1	4.1	30.5	93.2	21.0
0.6	-0.2	500.9	4.3	30.3	93.0	21.1
0.4	-0.2	500.6	4.3	30.3	93.4	20.8
0.2	-0.2	500.5	4.3	30.3	93.0	20.9
0	-0.2	500.4	4.4	30.5	93.1	20.9
-0.2	-0.2	500.4	4.2	30.3	92.7	20.6
-0.4	-0.2	500.2	3.9	30.1	92.7	20.3
-0.6	-0.2	499.9	4.3	30.3	93.4	20.4
-0.8	-0.2	499.8	4.1	30.2	93.4	20.3
-1	-0.2	499.4	4.3	30.1	93.5	20.4
-1.2	-0.2	499.2	4.1	30.2	93.5	20.2
-1.4	-0.2	499.2	4.3	30.1	93.5	20.1
-1.6	-0.2	496.8	4.4	29.6	95.7	19.9
-1.8	-0.2	498.8	4.2	30.0	93.7	19.9
-2	-0.2	499.3	4.3	30.3	93.4	19.8
-2.2	-0.2	499.2	4.2	30.1	93.1	19.7
-2.4	-0.2	499.2	4.2	30.2	92.8	19.8
-2.6	-0.2	498.8	4.3	30.0	93.4	19.4
-2.8	-0.2	498.3	4.4	29.9	93.5	19.3
-3	-0.2	496.9	4.4	29.7	94.8	19.0
-3.2	-0.2	498.1	4.6	29.8	93.4	18.7
-3.4	-0.2	495.9	4.5	29.9	94.5	18.1
-3.4	-0.4	496.5	4.6	29.8	94.0	17.9
-3.2	-0.4	497.3	4.4	29.9	93.9	18.6
-3	-0.4	497.4	4.4	29.7	94.3	19.0
-2.8	-0.4	498.2	4.3	30.0	93.3	19.2
-2.6	-0.4	499.0	4.1	30.3	92.8	19.2
-2.4	-0.4	499.5	4.2	30.2	92.5	19.5
-2.2	-0.4	499.0	4.2	30.4	93.2	19.6
-2	-0.4	499.1	4.2	30.2	93.0	19.7
-1.8	-0.4	499.0	4.3	30.1	93.2	19.9
-1.6	-0.4	499.2	4.2	30.4	93.2	19.9
-1.4	-0.4	499.2	4.4	30.4	93.2	20.1
-1.2	-0.4	499.4	4.2	30.4	93.0	20.1
-1	-0.4	499.3	4.3	30.3	93.4	20.1
-0.8	-0.4	499.8	4.4	30.4	93.1	20.4
-0.6	-0.4	499.5	4.3	30.5	93.5	20.4
-0.4	-0.4	500.1	4.2	30.4	93.0	20.4
-0.2	-0.4	499.9	4.4	30.4	93.4	20.5
0	-0.4	500.5	4.4	30.7	93.0	20.7
0.2	-0.4	500.3	4.4	30.5	93.0	20.7
0.4	-0.4	499.8	4.4	30.6	93.6	20.8
0.6	-0.4	500.7	4.4	30.5	93.3	21.0
0.8	-0.4	500.8	4.2	30.3	93.4	21.0
1	-0.4	501.1	4.3	30.5	93.3	21.2
1.2	-0.4	501.1	4.4	30.7	93.2	21.4
1.4	-0.4	501.2	4.5	30.6	93.7	21.5
1.6	-0.4	501.4	4.3	30.6	93.3	21.6
1.8	-0.4	501.2	4.3	30.6	93.6	21.7
2	-0.4	500.9	4.4	30.6	93.9	21.9
2.2	-0.4	500.7	4.3	30.6	94.1	21.8
2.4	-0.4	500.8	4.5	30.5	94.2	21.9
2.6	-0.4	500.7	4.3	30.4	94.1	22.0
2.8	-0.4	501.2	4.5	30.4	93.6	22.3
3	-0.4	500.5	4.5	30.5	94.2	22.1
3.2	-0.4	497.6	4.8	29.6	97.2	21.9
3.4	-0.4	495.7	4.8	29.1	98.5	21.7
3.4	-0.6	497.2	4.7	29.4	96.9	21.5
3	-0.6	500.7	4.3	30.3	93.8	22.0
2.8	-0.6	500.7	4.3	30.4	93.8	22.0
2.6	-0.6	500.4	4.4	30.3	94.5	21.8
2.4	-0.6	500.7	4.3	30.4	93.8	21.9
2.2	-0.6	501.3	4.2	30.4	93.5	21.7
2	-0.6	500.9	4.5	30.7	94.0	21.6
1.8	-0.6	501.1	4.3	30.7	93.6	21.5
1.6	-0.6	501.2	4.4	30.6	93.4	21.4
1.4	-0.6	501.0	4.3	30.6	93.4	21.1
1.2	-0.6	501.1	4.1	30.5	93.3	21.1
1	-0.6	501.0	4.2	30.3	93.0	21.0
0.8	-0.6	500.9	4.0	30.5	93.0	20.8
0.6	-0.6	500.1	4.1	30.4	93.1	20.7
0.4	-0.6	500.0	4.3	30.4	92.9	20.7
0.2	-0.6	500.2	4.3	30.4	92.9	20.6
0	-0.6	500.4	4.3	30.4	92.6	20.7
-0.2	-0.6	500.1	4.2	30.4	92.8	20.4
-0.4	-0.6	500.0	4.4	30.4	92.7	20.4
-0.6	-0.6	499.3	4.2	30.4	93.1	20.1
-0.8	-0.6	499.3	4.3	30.4	93.2	20.1
-1	-0.6	499.5	4.3	30.2	92.9	20.0
-1.2	-0.6	499.5	4.2	30.3	93.0	19.9
-1.4	-0.6	499.3	4.2	30.1	92.8	19.9
-1.6	-0.6	499.2	4.2	30.2	92.8	19.8
-1.8	-0.6	499.3	4.2	30.3	92.7	19.7
-2	-0.6	498.8	4.3	30.2	92.8	19.5
-2.2	-0.6	498.3	4.2	30.3	93.3	19.3
-2.4	-0.6	498.6	4.3	30.0	93.1	19.2
-2.6	-0.6	497.6	4.3	29.7	94.2	18.8
-2.8	-0.6	497.0	4.5	29.9	94.9	18.6
-3	-0.6	496.2	4.7	29.4	95.4	18.8
-3.2	-0.6	495.5	4.6	29.4	95.5	18.1
-3.4	-0.6	495.2	4.5	29.6	95.0	17.4
-3.4	-0.8	496.1	4.4	29.8	93.3	17.3
-3.2	-0.8	496.4	4.5	29.7	94.0	17.8
-3	-0.8	497.5	4.3	29.9	93.2	18.4
-2.8	-0.8	498.5	4.3	30.1	92.6	18.7
-2.6	-0.8	498.5	4.1	30.1	92.8	18.7
-2.4	-0.8	498.1	4.2	30.2	93.2	18.7
-2.2	-0.8	498.5	4.2	30.0	92.9	19.1
-2	-0.8	498.9	4.2	30.2	92.5	19.2
-1.8	-0.8	499.5	4.3	30.3	92.0	19.5
-1.6	-0.8	499.0	4.3	30.2	92.8	19.5
-1.4	-0.8	499.3	4.2	30.0	92.6	19.6
-1.2	-0.8	499.3	4.2	30.5	92.8	19.7
-1	-0.8	499.7	4.2	30.3	92.5	19.8
-0.8	-0.8	499.4	4.1	30.3	92.6	19.9
-0.6	-0.8	500.0	4.1	30.4	92.4	19.9
-0.4	-0.8	499.9	4.1	30.5	92.6	20.1
-0.2	-0.8	500.0	4.2	30.4	92.6	20.2
0	-0.8	500.6	4.3	30.4	92.5	20.4
0.2	-0.8	500.4	4.2	30.4	92.6	20.4
0.4	-0.8	500.0	4.2	30.2	93.1	20.2
0.6	-0.8	500.4	4.2	30.4	92.6	20.6
0.8	-0.8	500.5	4.1	30.5	92.8	20.6
1	-0.8	501.2	4.1	30.4	92.8	20.6
1.2	-0.8	501.5	4.2	30.4	92.4	20.9
1.4	-0.8	500.9	4.2	30.6	93.1	20.9
1.6	-0.8	500.9	4.5	30.4	93.3	21.1
1.8	-0.8	501.0	4.4	30.6	93.4	21.2
2	-0.8	500.8	4.3	30.4	93.8	21.3
2.2	-0.8	501.2	4.2	30.4	93.5	21.4
2.4	-0.8	501.0	4.2	30.4	93.7	21.4
2.6	-0.8	501.0	4.3	30.2	93.6	21.7
2.8	-0.8	500.9	4.3	30.3	93.5	21.7
3	-0.8	501.0	4.3	30.0	93.2	21.7
3.2	-0.8	499.6	4.6	29.8	94.6	21.6
3.4	-0.8	498.8	4.4	29.6	94.7	21.1
3.4	-1	498.6	4.5	29.5	94.6	20.9
3.2	-1	500.0	4.3	29.8	94.1	21.3
3	-1	501.4	4.3	30.1	93.1	21.5
2.8	-1	500.7	4.2	30.0	93.8	21.4
2.6	-1	500.4	4.2	30.2	93.8	21.4
2.4	-1	500.9	4.3	30.2	93.7	21.2
2.2	-1	500.8	4.3	30.3	93.7	21.2
2	-1	501.2	4.3	30.2	93.1	21.1
1.8	-1	500.8	4.2	30.4	93.1	21.0
1.6	-1	500.9	4.2	30.5	93.1	21.0
1.4	-1	501.1	4.1	30.4	92.6	20.7
1.2	-1	501.0	4.1	30.3	92.8	20.6
1	-1	500.9	4.0	30.3	92.7	20.5
0.8	-1	500.5	4.1	30.2	92.7	20.4
0.6	-1	500.2	4.0	30.3	92.9	20.0
0.4	-1	500.6	4.3	30.2	92.4	20.2
0.2	-1	499.8	4.2	30.1	93.2	19.9
0	-1	500.5	4.2	30.1	92.3	19.9
-0.2	-1	499.8	4.2	30.3	92.9	19.8
-0.4	-1	499.7	4.2	30.1	92.6	19.8
-0.6	-1	499.4	4.1	30.2	92.7	19.7
-0.8	-1	499.9	4.2	30.3	92.4	19.6
-1	-1	499.8	4.1	30.2	92.6	19.4
-1.2	-1	499.8	4.1	30.2	92.2	19.3
-1.4	-1	499.3	4.1	30.2	92.4	19.3
-1.6	-1	499.1	4.2	30.2	92.2	19.3
-1.8	-1	498.9	4.0	30.2	92.3	19.1
-2	-1	499.0	4.0	30.2	92.0	19.0
-2.2	-1	499.0	3.9	30.0	92.1	18.7
-2.4	-1	498.9	4.1	30.0	92.1	18.7
-2.6	-1	498.6	4.2	29.9	92.3	18.4
-2.8	-1	497.5	4.0	29.8	92.8	18.2
-3	-1	497.6	4.0	29.5	92.3	17.7
-3.2	-1	497.0	4.4	29.8	92.8	17.4
-3.4	-1	495.3	4.2	29.3	93.4	16.7
-3.2	-1.2	496.0	4.2	29.7	93.2	16.8
-3	-1.2	497.1	4.0	30.0	92.8	17.6
-2.8	-1.2	497.1	4.2	29.7	93.0	18.0
-2.6	-1.2	497.8	4.0	30.0	92.7	18.0
-2.4	-1.2	498.5	4.0	29.9	92.4	18.2
-2.2	-1.2	498.9	4.0	30.1	92.1	18.6
-2	-1.2	499.1	4.0	30.1	91.8	18.8
-1.8	-1.2	499.0	4.0	30.0	92.4	18.8
-1.6	-1.2	499.6	4.2	30.0	91.7	19.2
-1.4	-1.2	499.3	4.1	30.1	92.0	19.1
-1.2	-1.2	499.4	4.2	29.8	92.2	19.3
-1	-1.2	499.7	4.1	30.0	92.4	19.2
-0.8	-1.2	499.6	4.0	29.9	92.1	19.4
-0.6	-1.2	499.5	4.1	29.9	92.3	19.6
-0.4	-1.2	499.4	4.0	30.0	92.7	19.3
-0.2	-1.2	499.5	4.3	30.0	92.8	19.7
0	-1.2	500.2	4.3	30.0	92.3	19.8
0.2	-1.2	500.0	4.2	30.1	92.7	19.7
0.4	-1.2	500.0	4.0	30.2	92.9	19.6
0.6	-1.2	500.3	4.1	30.1	92.5	20.0
0.8	-1.2	500.3	4.1	30.4	92.5	20.1
1	-1.2	500.8	4.0	30.1	92.6	20.2
1.2	-1.2	501.1	4.1	30.1	92.6	20.3
1.4	-1.2	500.8	4.2	30.3	93.0	20.4
1.6	-1.2	500.9	4.2	30.3	93.0	20.7
1.8	-1.2	501.1	4.3	30.1	92.9	20.7
2	-1.2	500.4	4.2	30.1	93.5	20.7
2.2	-1.2	500.7	4.3	29.9	93.6	20.8
2.4	-1.2	500.6	4.3	30.0	93.7	20.9
2.6	-1.2	500.6	4.2	29.9	93.4	21.1
2.8	-1.2	500.8	4.1	30.0	93.1	21.2
3	-1.2	501.1	4.4	30.0	93.0	21.3
3.2	-1.2	500.7	4.2	29.8	93.0	21.2
3.2	-1.4	500.3	4.2	29.6	92.9	21.1
3	-1.4	500.7	4.3	30.0	93.2	20.9
2.8	-1.4	500.8	4.1	30.0	92.9	21.1
2.6	-1.4	500.2	4.2	30.0	93.6	20.8
2.4	-1.4	500.1	4.1	30.1	93.8	20.7
2.2	-1.4	500.5	4.3	29.9	93.4	20.8
2	-1.4	500.0	4.2	29.9	93.6	20.6
1.8	-1.4	500.6	4.1	30.1	93.2	20.6
1.6	-1.4	500.9	4.1	30.2	92.7	20.7
1.4	-1.4	500.8	4.2	30.3	92.9	20.3
1.2	-1.4	500.7	4.1	30.2	92.7	20.2
1	-1.4	500.5	4.1	30.4	92.7	20.3
0.8	-1.4	500.6	4.2	30.3	92.4	20.1
0.6	-1.4	500.6	4.2	30.5	92.3	20.0
0.4	-1.4	500.4	4.1	30.5	92.5	19.8
0.2	-1.4	500.0	4.1	30.2	92.5	20.0
0	-1.4	499.8	4.2	30.4	92.6	19.7
-0.2	-1.4	499.8	4.3	30.4	92.3	19.7
-0.4	-1.4	499.7	4.2	30.4	92.4	19.5
-0.6	-1.4	500.1	4.1	30.5	91.8	19.4
-0.8	-1.4	499.3	4.0	30.4	92.2	19.3
-1	-1.4	499.3	4.1	30.5	92.2	19.1
-1.2	-1.4	498.1	4.1	30.2	93.0	19.1
-1.4	-1.4	499.0	4.0	29.9	91.9	19.1
-1.6	-1.4	498.8	4.1	30.2	92.3	18.9
-1.8	-1.4	498.5	4.1	30.1	92.5	18.7
-2	-1.4	499.1	4.1	30.1	91.9	18.7
-2.2	-1.4	499.0	4.1	30.2	91.8	18.5
-2.4	-1.4	498.3	4.0	30.1	92.4	18.2
-2.6	-1.4	497.4	4.0	29.9	92.9	18.2
-2.8	-1.4	496.3	4.0	29.7	93.6	17.7
-3	-1.4	496.4	4.3	29.7	93.2	17.4
-3.2	-1.4	495.4	4.3	29.8	93.4	16.5
-3	-1.6	496.7	4.2	29.8	92.5	17.1
-2.8	-1.6	498.0	4.1	29.9	91.7	17.7
-2.6	-1.6	497.6	4.1	29.9	92.5	17.9
-2.4	-1.6	498.0	4.0	30.0	92.4	18.1
-2.2	-1.6	498.3	4.1	30.0	91.9	18.3
-2	-1.6	498.6	4.1	30.2	91.8	18.4
-1.8	-1.6	499.1	4.0	30.3	91.6	18.8
-1.6	-1.6	499.1	4.2	30.1	91.6	18.9
-1.4	-1.6	499.1	4.1	30.2	91.7	19.0
-1.2	-1.6	499.0	4.0	30.5	91.9	19.1
-1	-1.6	499.7	4.1	30.4	91.4	19.2
-0.8	-1.6	499.6	4.2	30.3	91.9	19.3
-0.6	-1.6	499.2	4.2	30.4	92.6	19.2
-0.4	-1.6	499.4	4.2	30.6	92.2	19.5
-0.2	-1.6	499.4	4.2	30.4	92.3	19.7
0	-1.6	499.9	4.2	30.5	92.1	19.7
0.2	-1.6	499.9	4.2	30.5	92.2	19.9
0.4	-1.6	499.7	4.3	30.4	92.8	20.1
0.6	-1.6	500.3	4.3	30.6	92.3	20.0
0.8	-1.6	500.3	4.1	30.3	92.5	20.2
1	-1.6	500.6	4.2	30.4	92.4	20.3
1.2	-1.6	500.6	4.1	30.5	92.6	20.3
1.4	-1.6	500.5	4.3	30.5	93.0	20.5
1.6	-1.6	500.5	4.2	30.5	93.1	20.6
1.8	-1.6	500.0	4.2	30.3	93.4	20.6
2	-1.6	500.0	4.3	30.2	93.7	20.7
2.2	-1.6	500.1	4.2	30.2	93.8	20.9
2.4	-1.6	500.2	4.2	30.1	93.7	21.0
2.6	-1.6	497.3	4.1	28.7	95.6	20.3
2.8	-1.6	500.0	4.3	30.0	93.6	21.0
3	-1.6	499.1	3.6	29.7	93.4	20.6
3	-1.8	499.7	4.2	29.9	93.6	20.6
2.8	-1.8	499.9	4.3	30.2	93.7	20.9
2.6	-1.8	501.2	4.4	30.3	93.0	21.0
2.4	-1.8	499.8	4.3	30.0	94.2	20.7
2.2	-1.8	499.8	4.3	30.0	93.9	20.6
2	-1.8	499.7	4.2	30.0	93.7	20.4
1.8	-1.8	500.2	4.2	30.0	93.3	20.5
1.6	-1.8	500.6	4.3	30.3	92.9	20.5
1.4	-1.8	500.2	4.2	30.3	92.8	20.3
1.2	-1.8	499.6	4.1	30.6	93.2	20.2
1	-1.8	500.2	4.1	30.5	92.7	20.1
0.8	-1.8	500.0	4.1	30.6	92.5	20.0
0.6	-1.8	500.1	4.2	30.5	92.4	20.0
0.4	-1.8	499.8	4.0	30.3	92.2	19.7
0.2	-1.8	500.0	4.2	30.5	92.0	19.6
0	-1.8	499.7	4.2	30.6	91.9	19.7
-0.2	-1.8	499.9	4.2	30.5	91.9	19.5
-0.4	-1.8	500.4	4.2	30.4	91.3	19.3
-0.6	-1.8	500.0	4.3	30.3	91.4	19.3
-0.8	-1.8	499.1	4.0	30.5	91.5	19.1
-1	-1.8	499.1	4.2	30.4	91.7	19.1
-1.2	-1.8	498.9	4.2	30.4	92.0	18.9
-1.4	-1.8	498.7	4.0	30.0	91.6	18.8
-1.6	-1.8	498.7	4.2	30.2	91.4	18.7
-1.8	-1.8	498.3	4.1	30.1	91.8	18.6
-2	-1.8	498.9	4.1	30.1	91.0	18.4
-2.2	-1.8	497.0	4.2	29.9	92.9	18.1
-2.4	-1.8	498.3	3.9	30.0	91.6	17.8
-2.6	-1.8	498.1	3.9	30.0	91.5	17.6
-2.8	-1.8	497.6	4.0	29.7	91.9	17.3
-3	-1.8	496.2	4.2	29.6	92.4	16.7
-2.8	-2	496.0	4.0	29.5	92.9	16.8
-2.6	-2	497.2	3.9	29.7	91.9	17.3
-2.4	-2	495.6	4.2	29.6	93.9	17.6
-2.2	-2	497.5	4.0	29.9	91.9	17.8
-2	-2	498.3	4.0	30.0	91.2	18.2
-1.8	-2	498.0	4.2	30.0	91.6	18.3
-1.6	-2	498.5	4.2	29.9	91.7	18.5
-1.4	-2	497.5	4.2	29.7	92.9	18.4
-1.2	-2	499.3	4.0	30.4	91.0	18.8
-1	-2	499.4	3.8	30.3	91.1	18.8
-0.8	-2	499.1	4.0	30.3	91.5	18.8
-0.6	-2	498.8	4.1	30.3	92.0	19.0
-0.4	-2	499.6	4.1	30.4	91.8	19.1
-0.2	-2	499.8	4.1	30.2	91.5	19.4
0	-2	500.0	4.2	30.4	91.7	19.4
0.2	-2	499.9	4.1	30.2	91.6	19.6
0.4	-2	500.2	4.2	30.3	92.0	19.6
0.6	-2	500.1	4.2	30.4	92.2	19.6
0.8	-2	500.9	4.2	30.5	91.6	19.9
1	-2	500.2	4.0	30.6	92.2	19.8
1.2	-2	500.2	4.1	30.4	92.5	20.0
1.4	-2	500.5	4.2	30.2	92.5	19.9
1.6	-2	501.3	4.2	30.4	92.2	20.2
1.8	-2	499.8	4.3	30.1	93.6	20.2
2	-2	500.1	4.1	30.0	93.0	20.3
2.2	-2	500.4	4.1	30.1	92.9	20.4
2.4	-2	500.7	4.1	30.3	93.0	20.4
2.6	-2	499.8	4.2	30.0	93.7	20.4
2.8	-2	499.7	4.2	30.0	93.7	20.2
2.6	-2.2	500.4	4.2	29.8	92.9	20.1
2.4	-2.2	500.6	4.3	29.9	92.9	20.3
2.2	-2.2	500.8	4.2	30.0	92.5	20.1
2	-2.2	500.5	4.2	30.0	92.9	19.9
1.8	-2.2	500.5	4.1	30.1	92.6	19.9
1.6	-2.2	500.5	4.1	30.3	92.6	19.9
1.4	-2.2	500.0	4.2	30.0	92.7	19.7
1.2	-2.2	500.5	4.2	30.3	92.3	19.7
1	-2.2	500.4	4.1	30.3	91.9	19.7
0.8	-2.2	500.2	4.1	30.4	92.0	19.4
0.6	-2.2	499.8	4.1	30.3	92.3	19.3
0.4	-2.2	499.8	4.0	30.4	91.7	19.3
0.2	-2.2	499.5	4.1	30.2	91.7	19.3
0	-2.2	500.0	4.1	30.1	91.0	19.2
-0.2	-2.2	499.4	4.1	30.2	91.3	19.1
-0.4	-2.2	499.9	4.1	30.2	90.8	19.0
-0.6	-2.2	498.9	4.0	30.2	91.6	18.7
-0.8	-2.2	499.1	4.1	30.3	91.2	18.6
-1	-2.2	499.2	4.0	30.0	90.7	18.5
-1.2	-2.2	499.2	4.0	30.1	90.7	18.3
-1.6	-2.2	498.9	4.1	29.9	90.6	18.1
-1.8	-2.2	497.6	4.0	29.9	91.7	17.9
-2	-2.2	497.7	3.9	29.9	91.6	17.6
-2.2	-2.2	497.3	3.8	29.7	91.6	17.2
-2.4	-2.2	497.2	4.1	29.5	91.8	17.0
-2.6	-2.2	497.5	3.8	29.2	90.9	16.9
-2.6	-2.4	495.8	3.9	29.3	91.7	15.9
-2.4	-2.4	496.2	3.9	29.4	91.9	16.6
-2.2	-2.4	497.3	3.9	29.5	91.3	17.0
-2	-2.4	497.4	3.8	29.6	91.2	17.4
-1.8	-2.4	498.0	3.9	29.8	90.9	17.4
-1.6	-2.4	497.9	4.0	29.8	91.0	17.7
-1.4	-2.4	497.9	4.0	29.8	91.2	17.9
-1.2	-2.4	499.2	4.0	29.9	90.3	18.4
-1	-2.4	499.0	3.9	30.0	90.6	18.4
-0.8	-2.4	499.2	4.1	30.0	90.7	18.5
-0.6	-2.4	499.1	3.9	30.1	90.7	18.6
-0.4	-2.4	499.4	4.0	30.2	90.7	18.8
-0.2	-2.4	499.8	3.9	30.1	90.7	18.9
0	-2.4	499.7	3.9	30.2	91.0	18.9
0.2	-2.4	499.9	4.0	30.2	91.1	19.0
0.4	-2.4	499.6	4.1	30.1	91.7	19.2
0.6	-2.4	500.0	4.1	30.2	91.3	19.3
0.8	-2.4	500.0	4.0	30.3	91.7	19.2
1	-2.4	500.1	4.1	30.0	91.5	19.7
1.2	-2.4	500.1	4.1	30.1	92.0	19.5
1.4	-2.4	500.2	4.1	30.1	91.9	19.7
1.6	-2.4	500.8	4.0	30.1	91.9	19.7
1.8	-2.4	500.5	4.3	30.1	92.6	19.6
2	-2.4	500.8	4.1	30.0	92.3	19.8
2.2	-2.4	500.2	4.0	29.6	92.4	19.9
2.4	-2.4	499.6	4.2	29.6	93.4	19.6
2.6	-2.4	499.4	4.1	29.4	93.2	19.3
2.4	-2.6	498.7	4.0	29.4	93.3	19.1
2.2	-2.6	500.3	4.0	29.4	92.1	19.6
2	-2.6	500.6	4.0	29.6	92.2	19.5
1.8	-2.6	500.7	4.1	29.9	91.9	19.7
1.6	-2.6	500.6	4.0	29.8	91.7	19.5
1.4	-2.6	499.3	4.2	29.9	92.6	19.2
1.2	-2.6	500.1	4.0	30.1	91.4	19.4
1	-2.6	500.0	4.0	30.1	91.4	19.2
0.8	-2.6	500.2	3.9	30.1	91.2	19.1
0.6	-2.6	499.7	3.9	29.9	91.4	19.0
0.4	-2.6	499.9	4.0	30.0	90.9	19.0
0.2	-2.6	499.7	3.9	30.1	90.8	18.8
0	-2.6	499.7	3.9	30.0	90.7	18.6
-0.2	-2.6	499.3	3.8	30.0	90.9	18.6
-0.4	-2.6	499.3	3.9	30.0	90.5	18.6
-0.6	-2.6	498.8	3.9	30.0	90.7	18.4
-0.8	-2.6	498.7	4.0	29.9	90.7	18.3
-1	-2.6	499.3	3.9	29.8	89.9	18.2
-1.2	-2.6	499.2	3.8	29.8	89.9	17.8
-1.4	-2.6	498.0	3.8	29.9	90.8	17.5
-1.6	-2.6	498.0	3.8	29.6	90.3	17.3
-1.8	-2.6	496.9	3.8	29.5	91.2	17.1
-2	-2.6	496.7	3.7	29.4	91.0	16.7
-2.2	-2.6	496.6	3.9	29.2	90.9	16.4
-2.4	-2.6	495.2	4.0	29.1	91.9	15.5
-2	-2.8	496.5	3.9	29.2	90.6	16.1
-1.8	-2.8	497.1	3.9	29.4	90.7	16.6
-1.6	-2.8	497.8	3.8	29.5	90.2	17.1
-1.4	-2.8	498.4	3.8	29.7	89.8	17.3
-1.2	-2.8	498.7	3.9	29.8	90.0	17.7
-1	-2.8	499.3	3.8	29.9	89.8	17.8
-0.8	-2.8	498.7	3.9	29.9	90.3	18.1
-0.6	-2.8	499.2	3.9	29.8	90.3	18.2
-0.4	-2.8	499.2	3.9	29.9	90.3	18.4
-0.2	-2.8	499.2	4.0	30.0	90.7	18.6
0	-2.8	499.7	4.0	29.9	90.6	18.6
0.2	-2.8	499.7	4.0	29.9	90.7	18.8
0.4	-2.8	499.7	4.1	30.0	90.7	18.9
0.6	-2.8	499.4	4.0	30.0	91.5	19.0
0.8	-2.8	499.5	4.0	29.9	91.6	19.1
1	-2.8	499.8	3.9	30.2	91.6	19.1
1.2	-2.8	500.2	4.0	30.1	91.3	19.4
1.4	-2.8	499.2	4.1	29.7	92.1	19.3
1.6	-2.8	500.1	4.1	29.8	91.9	19.4
1.8	-2.8	500.4	4.1	29.9	91.6	19.5
2	-2.8	500.1	4.0	29.7	91.9	19.4
1.8	-3	499.4	4.0	29.6	92.0	18.9
1.6	-3	499.5	4.1	29.5	91.9	19.2
1.4	-3	499.8	4.0	29.9	91.2	19.3
1.2	-3	500.2	3.9	30.0	90.8	19.0
1	-3	499.8	4.0	30.0	91.1	19.0
0.8	-3	499.6	4.1	30.0	91.3	18.9
0.6	-3	499.7	3.9	29.9	90.8	18.8
0.4	-3	499.5	4.0	30.0	91.0	18.8
0.2	-3	499.5	3.9	29.9	90.4	18.8
0	-3	499.3	3.8	29.9	90.5	18.6
-0.2	-3	499.6	3.7	29.8	89.9	18.4
-0.4	-3	499.0	3.9	29.8	90.1	18.3
-0.6	-3	498.8	3.9	29.9	90.0	18.2
-0.8	-3	499.1	3.7	29.9	89.6	18.0
-1	-3	498.7	3.8	29.8	89.6	18.0
-1.2	-3	499.3	3.8	29.7	89.8	17.5
-1.4	-3	499.0	3.8	29.2	89.6	17.3
-1.6	-3	496.8	4.0	29.5	90.6	16.8
-1.8	-3	495.4	4.0	29.2	91.5	16.1
-1.4	-3.2	497.1	3.9	29.3	89.7	16.8
-1.2	-3.2	497.9	3.8	29.6	89.4	17.3
-1	-3.2	498.6	3.9	29.5	89.0	17.7
-0.8	-3.2	497.7	3.8	29.6	90.3	17.7
-0.6	-3.2	498.3	3.9	29.9	90.0	18.0
-0.4	-3.2	497.7	4.0	29.6	90.9	18.2
-0.2	-3.2	499.3	4.0	29.8	89.8	18.4
0	-3.2	499.2	4.0	30.0	90.0	18.4
0.2	-3.2	499.4	4.0	29.9	90.1	18.5
0.4	-3.2	499.5	4.0	30.1	90.2	18.6
0.6	-3.2	499.1	4.0	30.0	90.9	18.6
0.8	-3.2	499.2	4.1	30.0	91.2	18.7
1	-3.2	499.4	4.0	29.9	91.2	18.9
1.2	-3.2	499.3	4.0	30.1	91.4	18.8
1.4	-3.2	499.4	4.0	29.9	91.3	18.7
1	-3.4	498.1	4.1	29.7	91.8	18.0
0.8	-3.4	498.8	4.1	29.8	91.0	18.3
0.6	-3.4	498.5	3.9	29.9	91.1	18.1
0.4	-3.4	499.3	4.1	29.7	90.2	18.2
0.2	-3.4	499.0	3.9	29.6	89.8	18.3
0	-3.4	498.8	3.9	29.9	90.1	18.0
-0.2	-3.4	498.9	3.8	29.9	89.6	17.9
-0.4	-3.4	498.3	4.0	29.8	90.1	17.7
-0.6	-3.4	499.0	4.1	29.6	89.0	17.7
-0.8	-3.4	498.2	3.8	29.5	89.1	17.3
-1	-3.4	497.8	3.9	29.4	89.2	17.0
